id,origen,fuente,no_enviar_email,no_llamar,compra,visitas_total,tiempo_en_site_total,paginas_vistas_visita,ult_actividad,ambito,ocupacion,conociste_google,conociste_revista,conociste_periodico,conociste_youtube,conociste_facebook,conociste_referencias,score_actividad,score_perfil,descarga_lm
598159,Landing Page Submission,Direct Traffic,Yes,No,0,3.0,95,3.0,Email Bounced,IT Projects Management,,No,No,No,No,No,No,,,Yes
598852,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
650147,API,Referral Sites,No,No,0,8.0,51,4.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,15.0,13.0,No
638999,Landing Page Submission,Direct Traffic,No,No,0,9.0,41,2.25,Page Visited on Website,Business Administration,,No,No,No,No,No,No,13.0,18.0,No
611277,API,Google,No,No,1,2.0,1164,1.0,Form Submitted on Website,Finance Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes
603303,API,Chat,No,No,0,3.0,1315,1.5,Chat Conversation,Finance Management,,No,No,No,No,No,No,16.0,14.0,Yes
588832,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
622172,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
587409,API,Organic Search,No,No,0,2.0,348,1.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
594647,Landing Page Submission,Direct Traffic,Yes,No,0,2.0,410,2.0,Email Bounced,Finance Management,,No,No,No,No,No,No,,,Yes
603939,Landing Page Submission,Google,No,No,0,6.0,348,2.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,13.0,17.0,No
590261,API,Google,No,No,0,3.0,252,3.0,Form Submitted on Website,Finance Management,,No,No,No,No,No,No,10.0,15.0,Yes
582217,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,17.0,15.0,No
627108,Landing Page Submission,Google,No,No,0,6.0,217,3.0,Email Opened,Marketing Management,,No,No,No,No,No,No,,,No
634636,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,16.0,15.0,No
660680,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
609618,Landing Page Submission,Direct Traffic,No,No,0,2.0,422,2.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
583055,Lead Add Form,Reference,No,No,1,1.0,145,1.0,Email Opened,E-COMMERCE,Working Professional,No,No,No,No,No,No,14.0,19.0,Yes
598455,Landing Page Submission,Direct Traffic,No,No,1,2.0,1201,2.0,Email Opened,IT Projects Management,Unemployed,No,No,No,No,No,No,,,Yes
629355,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,,,No
632928,Landing Page Submission,Direct Traffic,No,No,1,2.0,280,2.0,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,14.0,19.0,No
583285,Landing Page Submission,Direct Traffic,No,No,1,2.0,823,2.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,20.0,Yes
600899,Landing Page Submission,Direct Traffic,No,No,0,3.0,358,3.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
634459,Landing Page Submission,Direct Traffic,No,No,0,4.0,325,2.0,Email Opened,Supply Chain Management,,No,No,No,No,No,No,14.0,18.0,Yes
644246,API,Google,No,No,1,4.0,995,1.33,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,17.0,No
584574,Landing Page Submission,Direct Traffic,No,No,0,2.0,148,2.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,15.0,16.0,Yes
640614,Landing Page Submission,Direct Traffic,No,No,0,2.0,262,2.0,Email Opened,Operations Management,,No,No,No,No,No,No,14.0,17.0,Yes
605216,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Finance Management,Working Professional,No,No,No,No,No,No,,,No
652698,API,Google,No,No,0,5.0,1662,2.5,Email Opened,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No
589150,API,Chat,Yes,No,0,0.0,0,0.0,Email Bounced,Select,Unemployed,No,No,No,No,No,No,17.0,15.0,No
617063,Landing Page Submission,Google,No,No,0,6.0,369,6.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,,,No
604700,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
601573,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
583957,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,15.0,16.0,No
643032,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
612968,API,Google,No,No,1,2.0,693,1.0,SMS Sent,,,No,No,No,No,No,No,,,No
652888,API,Google,No,No,0,3.0,506,1.5,Email Opened,,,No,No,No,No,No,No,14.0,15.0,No
596243,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
631708,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Form Submitted on Website,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,20.0,Yes
645292,Landing Page Submission,Google,No,No,1,4.0,1360,4.0,SMS Sent,Marketing Management,Working Professional,No,No,No,No,No,No,11.0,18.0,No
624319,API,Google,No,No,0,2.0,631,2.0,Email Opened,,,No,No,No,No,No,No,,,No
591831,Landing Page Submission,Google,No,No,0,3.0,952,3.0,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,12.0,15.0,No
595422,Landing Page Submission,Direct Traffic,No,No,0,2.0,5,2.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes
619137,Landing Page Submission,Google,No,No,0,7.0,136,3.5,Email Opened,Finance Management,,No,No,No,No,No,No,14.0,18.0,No
579717,Landing Page Submission,Google,No,No,1,4.0,1944,2.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
650419,Landing Page Submission,Google,No,No,0,4.0,137,4.0,Visited Booth in Tradeshow,Finance Management,Unemployed,No,No,No,No,No,No,13.0,18.0,No
619408,API,Organic Search,No,No,1,2.0,1302,1.0,SMS Sent,,,No,No,No,No,No,No,,,No
614441,Landing Page Submission,Direct Traffic,No,No,1,2.0,267,2.0,SMS Sent,E-COMMERCE,,No,No,No,No,No,No,,,Yes
655510,API,Organic Search,No,No,0,3.0,185,3.0,Converted to Lead,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,14.0,No
615878,Landing Page Submission,Organic Search,No,No,1,5.0,1019,5.0,SMS Sent,Healthcare Management,Working Professional,No,No,No,No,No,No,,,Yes
646873,Landing Page Submission,Direct Traffic,No,No,0,3.0,417,3.0,Email Opened,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,14.0,18.0,No
598302,Landing Page Submission,Direct Traffic,No,No,1,3.0,803,3.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
589730,Landing Page Submission,Google,No,No,1,4.0,1343,4.0,Email Link Clicked,Operations Management,Unemployed,No,No,No,No,No,No,14.0,19.0,No
604437,Landing Page Submission,Direct Traffic,Yes,No,0,5.0,32,5.0,Page Visited on Website,Finance Management,,No,No,No,No,No,No,,,Yes
583972,Landing Page Submission,Organic Search,No,No,0,7.0,69,7.0,Email Opened,E-COMMERCE,Unemployed,No,No,No,No,No,No,14.0,15.0,Yes
603414,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
615065,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
580763,Landing Page Submission,Organic Search,No,No,0,3.0,105,3.0,Converted to Lead,Business Administration,,No,No,No,No,No,No,14.0,16.0,Yes
587918,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Supply Chain Management,Working Professional,No,No,No,No,No,No,14.0,19.0,No
613947,Landing Page Submission,Direct Traffic,No,No,1,4.0,773,4.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
600935,Landing Page Submission,Direct Traffic,No,No,0,2.0,344,2.0,Email Opened,Business Administration,Student,No,No,No,No,No,No,,,Yes
618270,Landing Page Submission,Google,No,No,0,6.0,197,3.0,Form Submitted on Website,E-Business,Unemployed,No,No,No,No,No,No,,,No
649525,API,Referral Sites,No,No,0,3.0,192,1.5,Email Opened,Select,Unemployed,No,No,No,No,No,No,10.0,13.0,No
608365,Landing Page Submission,Google,No,No,1,6.0,1251,2.0,Page Visited on Website,Marketing Management,Unemployed,No,No,No,No,No,No,16.0,18.0,No
653302,Landing Page Submission,Direct Traffic,No,No,0,2.0,190,2.0,Email Opened,International Business,,No,No,No,No,No,No,13.0,18.0,Yes
616275,Landing Page Submission,Organic Search,No,No,0,9.0,62,2.25,Email Link Clicked,Human Resource Management,,No,No,No,No,No,No,,,Yes
651934,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,17.0,No
618494,API,Google,No,No,0,2.0,155,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
597452,Landing Page Submission,Direct Traffic,Yes,No,0,3.0,1237,1.0,Email Bounced,IT Projects Management,,No,No,No,No,No,No,,,Yes
585726,API,Organic Search,No,No,0,3.0,130,3.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,12.0,15.0,No
582983,Landing Page Submission,Google,Yes,No,1,4.0,321,4.0,SMS Sent,Human Resource Management,Working Professional,No,No,No,No,No,No,14.0,20.0,No
643517,Landing Page Submission,Google,No,No,1,7.0,1302,3.5,Email Opened,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,15.0,18.0,No
634298,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
597182,Landing Page Submission,Organic Search,No,No,0,9.0,540,9.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,,,Yes
609068,Landing Page Submission,Organic Search,No,No,1,9.0,1562,3.0,Chat Conversation,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
629357,API,Google,No,No,1,5.0,883,5.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
657452,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,15.0,15.0,No
616758,API,Google,No,No,0,2.0,71,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
586075,Landing Page Submission,Organic Search,Yes,No,0,3.0,278,3.0,Email Bounced,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes
640498,Landing Page Submission,Direct Traffic,No,No,0,6.0,1431,6.0,Email Opened,"Banking, Investment And Insurance",,No,No,No,No,No,No,14.0,18.0,No
607630,Landing Page Submission,Direct Traffic,Yes,No,0,3.0,232,3.0,Email Bounced,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
635330,API,Google,No,No,0,4.0,90,1.33,Page Visited on Website,Select,Unemployed,No,No,No,No,No,No,17.0,15.0,No
642990,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Had a Phone Conversation,Operations Management,Unemployed,No,No,No,No,No,No,14.0,20.0,No
641082,Landing Page Submission,Google,No,No,0,8.0,100,2.67,SMS Sent,Operations Management,,No,No,No,No,No,No,14.0,18.0,No
652725,Landing Page Submission,Direct Traffic,No,No,0,2.0,1613,2.0,SMS Sent,Supply Chain Management,,No,No,No,No,No,No,13.0,18.0,Yes
634875,Landing Page Submission,Google,No,No,1,3.0,48,3.0,Email Opened,IT Projects Management,Student,No,No,No,No,No,No,14.0,15.0,No
630736,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Healthcare Management,Unemployed,No,No,No,No,No,No,,,No
626317,Landing Page Submission,Google,Yes,No,0,1.0,233,1.0,Email Bounced,Select,Unemployed,No,No,No,No,No,No,,,No
609561,API,Google,No,No,0,2.0,161,2.0,Unsubscribed,Select,Unemployed,No,No,No,No,No,No,,,No
607149,Landing Page Submission,Direct Traffic,No,No,0,5.0,430,1.67,Form Submitted on Website,Human Resource Management,Unemployed,No,No,No,No,No,No,13.0,18.0,Yes
654254,Landing Page Submission,Organic Search,No,No,0,2.0,414,2.0,Converted to Lead,Travel and Tourism,,No,No,No,No,No,No,13.0,14.0,Yes
629482,Landing Page Submission,Direct Traffic,No,No,0,2.0,701,2.0,SMS Sent,Marketing Management,,No,No,No,No,No,No,,,Yes
596478,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
608022,Landing Page Submission,Direct Traffic,No,No,1,4.0,1300,4.0,SMS Sent,Finance Management,Working Professional,No,No,No,No,No,No,,,Yes
646847,Landing Page Submission,Direct Traffic,No,No,0,2.0,24,2.0,SMS Sent,Travel and Tourism,Unemployed,No,No,No,No,No,No,15.0,14.0,Yes
617392,API,Google,No,No,0,2.0,858,2.0,Email Opened,,,No,No,No,No,No,No,,,No
580407,Landing Page Submission,Organic Search,No,No,0,9.0,82,9.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,10.0,20.0,Yes
613614,API,Organic Search,No,No,0,4.0,153,4.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
594029,Landing Page Submission,Direct Traffic,No,No,0,3.0,193,3.0,Chat Conversation,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
606520,Landing Page Submission,Direct Traffic,No,No,0,6.0,173,3.0,Page Visited on Website,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
595983,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No
592690,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,16.0,15.0,No
579979,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,,,No,No,No,No,No,No,16.0,15.0,No
611103,API,Chat,No,No,0,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
622783,Landing Page Submission,Direct Traffic,No,No,0,7.0,255,2.33,Page Visited on Website,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
641637,Landing Page Submission,Google,No,No,0,6.0,125,2.0,Email Opened,IT Projects Management,Unemployed,No,No,No,No,No,No,15.0,15.0,No
644954,Landing Page Submission,Direct Traffic,No,No,0,2.0,270,2.0,Email Opened,Finance Management,,No,No,No,No,No,No,16.0,17.0,Yes
644724,Landing Page Submission,Direct Traffic,No,No,1,3.0,941,3.0,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes
628885,Landing Page Submission,Direct Traffic,No,No,0,1.0,9,1.0,Converted to Lead,Operations Management,Unemployed,No,No,No,No,No,No,,,Yes
632322,Landing Page Submission,Direct Traffic,No,No,1,6.0,958,6.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,,,Yes
607673,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
608901,Landing Page Submission,Google,No,No,0,6.0,267,3.0,Email Link Clicked,Human Resource Management,,No,No,No,No,No,No,,,No
594456,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,17.0,No
606151,Landing Page Submission,Direct Traffic,No,No,0,1.0,442,1.0,Converted to Lead,E-COMMERCE,Unemployed,No,No,No,No,No,No,,,Yes
619901,Landing Page Submission,Direct Traffic,No,No,0,3.0,34,1.5,Email Opened,Finance Management,,No,No,No,No,No,No,,,Yes
583546,Landing Page Submission,Organic Search,No,No,0,5.0,224,5.0,Email Opened,Services Excellence,,No,No,No,No,No,No,14.0,13.0,Yes
592959,API,Google,No,No,1,2.0,1379,2.0,SMS Sent,,,No,No,No,No,No,No,15.0,15.0,No
608807,Landing Page Submission,Direct Traffic,No,No,0,5.0,768,5.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
613525,API,Organic Search,No,No,1,2.0,253,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
639242,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
601368,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
639312,Landing Page Submission,Organic Search,No,No,1,16.0,1804,2.67,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,16.0,18.0,Yes
603010,Landing Page Submission,Organic Search,No,No,0,25.0,74,8.33,Email Opened,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,,,Yes
632890,API,Google,No,No,0,2.0,123,2.0,Converted to Lead,,,No,No,No,No,No,No,,,No
630903,Landing Page Submission,Google,No,No,0,8.0,782,2.67,Email Opened,Finance Management,,No,No,No,No,No,No,14.0,18.0,Yes
603042,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
634213,API,Google,No,No,0,3.0,49,3.0,Converted to Lead,,,No,No,No,No,No,No,,,No
656962,API,Google,No,No,0,6.0,90,2.0,Page Visited on Website,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
618507,Landing Page Submission,Google,No,No,1,6.0,373,6.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,,,No
639444,API,Google,No,No,1,3.0,318,3.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
605254,Lead Add Form,Reference,No,No,0,0.0,0,0.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
588873,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Finance Management,Working Professional,No,No,No,No,No,No,14.0,18.0,No
601151,Landing Page Submission,Direct Traffic,No,No,0,2.0,306,2.0,Email Opened,Human Resource Management,Student,No,No,No,No,No,No,,,Yes
639603,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,20.0,No
589352,API,Google,No,No,0,2.0,129,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
639504,API,Google,No,No,1,2.0,1196,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
654499,API,Organic Search,No,No,0,3.0,316,3.0,Email Opened,,,No,No,No,No,No,No,13.0,15.0,No
609640,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,,,No,No,No,No,No,No,,,No
604023,Landing Page Submission,Direct Traffic,No,No,0,5.0,261,5.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
584774,Landing Page Submission,Google,No,No,1,7.0,1721,3.5,SMS Sent,Business Administration,Working Professional,No,No,No,No,No,No,14.0,18.0,No
602091,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
601856,Landing Page Submission,Direct Traffic,No,No,0,2.0,288,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
612148,API,Organic Search,No,No,1,4.0,861,4.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
603888,API,Direct Traffic,No,No,0,6.0,358,6.0,Email Opened,International Business,,No,No,No,No,No,No,,,Yes
641684,Landing Page Submission,Organic Search,No,No,0,3.0,161,3.0,Email Opened,Travel and Tourism,Unemployed,No,No,No,No,No,No,14.0,14.0,Yes
622472,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
630462,Landing Page Submission,Organic Search,No,No,1,4.0,813,2.0,SMS Sent,Travel and Tourism,Working Professional,No,No,No,No,No,No,,,Yes
620699,Landing Page Submission,Google,No,No,0,1.0,52,1.0,Converted to Lead,Marketing Management,,No,No,No,No,No,No,,,No
599955,Landing Page Submission,Direct Traffic,No,No,0,4.0,213,4.0,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,,,Yes
617368,Landing Page Submission,Google,No,No,0,4.0,1501,4.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
587876,Landing Page Submission,Google,No,No,0,6.0,544,6.0,SMS Sent,Human Resource Management,,No,No,No,No,No,No,14.0,18.0,No
609832,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,1270,1.0,Email Bounced,Select,Unemployed,No,No,No,No,No,No,,,Yes
585910,Landing Page Submission,Organic Search,No,No,0,5.0,10,5.0,Email Opened,Supply Chain Management,,No,No,No,No,No,No,13.0,17.0,No
613660,Lead Add Form,,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
599141,Landing Page Submission,Direct Traffic,No,No,0,2.0,1294,2.0,Email Opened,Media and Advertising,Unemployed,No,No,No,No,No,No,,,Yes
628768,API,Chat,No,No,0,0.0,0,0.0,Email Link Clicked,,,No,No,No,No,No,No,,,No
626989,API,Google,No,No,0,3.0,1456,1.5,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
600645,Landing Page Submission,Direct Traffic,No,No,0,1.0,321,1.0,Converted to Lead,,,No,No,No,No,No,No,,,No
613698,Landing Page Submission,Direct Traffic,Yes,No,0,2.0,125,2.0,Unsubscribed,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
604618,Landing Page Submission,Organic Search,Yes,No,0,6.0,197,6.0,Email Bounced,Operations Management,,No,No,No,No,No,No,,,No
655953,Landing Page Submission,Google,No,No,0,7.0,109,7.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,13.0,18.0,No
649339,Lead Add Form,Reference,No,No,0,0.0,0,0.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,19.0,No
659248,API,Google,No,No,0,2.0,39,1.0,Converted to Lead,,,No,No,No,No,No,No,16.0,15.0,No
619487,API,Organic Search,No,No,1,8.0,1138,2.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,,,No
645664,API,Chat,No,No,1,0.0,0,0.0,Email Link Clicked,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
590921,API,Chat,No,No,0,0.0,0,0.0,Email Link Clicked,,,No,No,No,No,No,No,17.0,15.0,No
655192,Landing Page Submission,Google,No,No,0,4.0,163,4.0,Chat Conversation,E-Business,,No,No,No,No,No,No,14.0,18.0,No
643386,API,Google,No,No,1,2.0,1576,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No
642090,API,Google,No,No,0,3.0,505,1.5,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
596168,Landing Page Submission,Organic Search,No,No,1,6.0,1171,2.0,Email Opened,Supply Chain Management,Unemployed,No,No,No,No,No,No,15.0,20.0,Yes
605130,Landing Page Submission,Organic Search,No,No,1,4.0,991,4.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
639858,Landing Page Submission,Organic Search,Yes,No,0,3.0,1629,3.0,Unsubscribed,Travel and Tourism,,No,No,No,No,No,No,11.0,16.0,Yes
610141,Landing Page Submission,Direct Traffic,No,No,0,2.0,1421,2.0,Page Visited on Website,E-Business,,No,No,No,No,No,No,,,No
616614,API,Organic Search,No,No,1,5.0,1229,2.5,SMS Sent,,,No,No,No,No,No,No,,,No
639214,Landing Page Submission,Google,No,No,1,5.0,651,2.5,Email Opened,Human Resource Management,,No,No,No,No,No,No,12.0,18.0,No
588618,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Supply Chain Management,Unemployed,No,No,No,No,No,No,15.0,18.0,No
631420,Landing Page Submission,Google,No,No,0,3.0,690,3.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,No
611316,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
653929,API,Google,No,No,0,1.0,101,1.0,Converted to Lead,,,No,No,No,No,No,No,14.0,15.0,No
585357,Landing Page Submission,Direct Traffic,No,No,0,5.0,392,5.0,Email Opened,E-Business,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes
620773,Landing Page Submission,Direct Traffic,No,No,0,1.0,295,1.0,Converted to Lead,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
591197,Landing Page Submission,Direct Traffic,No,No,0,2.0,1245,2.0,Form Submitted on Website,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes
600379,API,Organic Search,No,No,0,3.0,1405,1.5,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
641405,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,12.0,15.0,No
607837,Landing Page Submission,Direct Traffic,No,No,0,1.0,500,1.0,Converted to Lead,Healthcare Management,Unemployed,No,No,No,No,No,No,,,Yes
629786,API,Google,No,No,0,3.0,86,1.5,Email Link Clicked,,,No,No,No,No,No,No,,,No
593665,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
635958,Landing Page Submission,Direct Traffic,Yes,No,0,6.0,186,6.0,Email Bounced,Supply Chain Management,Unemployed,No,No,No,No,No,No,15.0,17.0,Yes
588564,Landing Page Submission,Google,No,No,0,4.0,285,4.0,Form Submitted on Website,Operations Management,Unemployed,No,No,No,No,No,No,13.0,18.0,No
620326,API,Direct Traffic,No,No,1,16.0,1482,1.23,Page Visited on Website,Select,Unemployed,No,No,No,No,No,No,,,No
644286,Landing Page Submission,Google,No,No,0,6.0,101,6.0,Page Visited on Website,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,14.0,18.0,No
643766,Landing Page Submission,Direct Traffic,No,No,0,2.0,326,2.0,Email Opened,Business Administration,Student,No,No,No,No,No,No,13.0,18.0,Yes
632224,Landing Page Submission,Direct Traffic,No,No,0,2.0,403,2.0,Email Opened,Select,Working Professional,No,No,No,No,No,No,,,No
642081,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No
659437,API,Google,No,No,1,3.0,165,3.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
659474,Landing Page Submission,Google,No,No,0,12.0,809,4.0,Unreachable,Finance Management,,No,No,No,No,No,No,13.0,18.0,No
606730,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Human Resource Management,Working Professional,No,No,No,No,No,No,,,No
636516,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,16.0,15.0,No
613289,Landing Page Submission,Google,No,No,1,4.0,1115,4.0,Page Visited on Website,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
636192,API,Google,No,No,1,2.0,1160,2.0,SMS Sent,,,No,No,No,No,No,No,14.0,15.0,No
622052,Landing Page Submission,Organic Search,No,No,1,10.0,1672,10.0,SMS Sent,E-COMMERCE,,No,No,No,No,No,No,,,Yes
635825,Landing Page Submission,Google,No,No,1,5.0,1113,5.0,Email Opened,International Business,Unemployed,No,No,No,No,No,No,14.0,17.0,No
655450,API,Google,No,No,0,2.0,44,2.0,Page Visited on Website,,,No,No,No,No,No,No,14.0,15.0,No
641196,API,Chat,No,No,1,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,16.0,15.0,No
580198,API,Chat,No,No,1,7.0,1516,3.5,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,15.0,16.0,No
590592,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Supply Chain Management,Unemployed,No,No,No,No,No,No,15.0,14.0,No
